step,time_s,vehicle_id,lane_pos_m,speed_mps,leader_of_this_vehicle,gap_to_leader_m,safe_dist_m,action
757,75.800,follower_04,267.889,5.045,follower_03,12.653,12.873,brake (too close to follower_03)
758,75.900,leader,318.917,4.973,,,12.721,leader_state:resuming
758,75.900,follower_01,306.273,4.923,leader,12.645,12.617,follow
758,75.900,follower_02,293.619,4.970,follower_01,12.654,12.715,brake (too close to follower_01)
758,75.900,follower_03,281.043,5.003,follower_02,12.576,12.784,brake (too close to follower_02)
758,75.900,follower_04,268.378,4.889,follower_03,12.665,12.545,follow
759,76.000,leader,319.414,4.964,,,12.703,leader_state:resuming
759,76.000,follower_01,306.790,5.176,leader,12.624,13.153,brake (too close to leader)
759,76.000,follower_02,294.101,4.816,follower_01,12.689,12.394,follow
759,76.000,follower_03,281.528,4.848,follower_02,12.573,12.460,follow
759,76.000,follower_04,268.893,5.153,follower_03,12.634,13.103,brake (too close to follower_03)
760,76.100,leader,319.910,4.965,,,12.703,leader_state:resuming
760,76.100,follower_01,307.292,5.016,leader,12.619,12.811,brake (too close to leader)
760,76.100,follower_02,294.600,4.989,follower_01,12.692,12.755,brake (too close to follower_01)
760,76.100,follower_03,282.035,5.078,follower_02,12.564,12.943,brake (too close to follower_02)
760,76.100,follower_04,269.393,4.993,follower_03,12.643,12.763,brake (too close to follower_03)
761,76.200,leader,320.409,4.990,,,12.756,leader_state:resuming
761,76.200,follower_01,307.778,4.860,leader,12.632,12.485,follow
761,76.200,follower_02,295.083,4.835,follower_01,12.695,12.432,follow
761,76.200,follower_03,282.527,4.921,follower_02,12.556,12.611,brake (too close to follower_02)
761,76.200,follower_04,269.877,4.839,follower_03,12.651,12.440,follow
762,76.300,leader,320.906,4.969,,,12.712,leader_state:resuming
762,76.300,follower_01,308.288,5.098,leader,12.619,12.986,brake (too close to leader)
762,76.300,follower_02,295.595,5.122,follower_01,12.692,13.036,brake (too close to follower_01)
762,76.300,follower_03,283.004,4.769,follower_02,12.591,12.295,follow
762,76.300,follower_04,270.377,5.008,follower_03,12.627,12.795,brake (too close to follower_03)
763,76.400,leader,321.406,4.997,,,12.772,leader_state:resuming
763,76.400,follower_01,308.782,4.941,leader,12.624,12.653,brake (too close to leader)
763,76.400,follower_02,296.092,4.963,follower_01,12.690,12.700,brake (too close to follower_01)
763,76.400,follower_03,283.505,5.010,follower_02,12.586,12.799,brake (too close to follower_02)
763,76.400,follower_04,270.863,4.853,follower_03,12.643,12.470,follow
764,76.500,leader,321.904,4.978,,,12.731,leader_state:resuming
764,76.500,follower_01,309.260,4.788,leader,12.643,12.334,follow
764,76.500,follower_02,296.573,4.810,follower_01,12.688,12.380,follow
764,76.500,follower_03,283.991,4.855,follower_02,12.582,12.474,follow
764,76.500,follower_04,271.370,5.074,follower_03,12.621,12.934,brake (too close to follower_03)
765,76.600,leader,322.400,4.965,,,12.705,leader_state:resuming
765,76.600,follower_01,309.766,5.059,leader,12.634,12.903,brake (too close to leader)
765,76.600,follower_02,297.076,5.030,follower_01,12.691,12.841,brake (too close to follower_01)
765,76.600,follower_03,284.501,5.099,follower_02,12.575,12.989,brake (too close to follower_02)
765,76.600,follower_04,271.862,4.917,follower_03,12.639,12.603,follow
766,76.700,leader,322.897,4.962,,,12.698,leader_state:resuming
766,76.700,follower_01,310.257,4.903,leader,12.640,12.574,follow
766,76.700,follower_02,297.563,4.874,follower_01,12.694,12.514,follow
766,76.700,follower_03,284.995,4.941,follower_02,12.568,12.655,brake (too close to follower_02)
766,76.700,follower_04,272.381,5.196,follower_03,12.614,13.195,brake (too close to follower_03)
767,76.800,leader,323.394,4.972,,,12.718,leader_state:resuming
767,76.800,follower_01,310.774,5.178,leader,12.619,13.157,brake (too close to leader)
767,76.800,follower_02,298.069,5.055,follower_01,12.706,12.895,brake (too close to follower_01)
767,76.800,follower_03,285.474,4.789,follower_02,12.595,12.336,follow
767,76.800,follower_04,272.885,5.035,follower_03,12.589,12.852,brake (too close to follower_03)
768,76.900,leader,323.894,4.999,,,12.775,leader_state:resuming
768,76.900,follower_01,311.276,5.018,leader,12.617,12.815,brake (too close to leader)
768,76.900,follower_02,298.558,4.899,follower_01,12.718,12.566,follow
768,76.900,follower_03,285.974,5.002,follower_02,12.585,12.782,brake (too close to follower_02)
768,76.900,follower_04,273.373,4.879,follower_03,12.601,12.524,follow
769,77.000,leader,324.393,4.993,,,12.764,leader_state:resuming
769,77.000,follower_01,311.762,4.862,leader,12.631,12.489,follow
769,77.000,follower_02,299.065,5.067,follower_01,12.697,12.920,brake (too close to follower_01)
769,77.000,follower_03,286.459,4.847,follower_02,12.607,12.457,follow
769,77.000,follower_04,273.884,5.109,follower_03,12.575,13.009,brake (too close to follower_03)
770,77.100,leader,324.893,4.999,,,12.776,leader_state:resuming
770,77.100,follower_01,312.265,5.024,leader,12.628,12.828,brake (too close to leader)
770,77.100,follower_02,299.556,4.910,follower_01,12.709,12.589,follow
770,77.100,follower_03,286.968,5.097,follower_02,12.588,12.984,brake (too close to follower_02)
770,77.100,follower_04,274.379,4.951,follower_03,12.590,12.675,brake (too close to follower_03)
771,77.200,leader,325.390,4.973,,,12.721,leader_state:resuming
771,77.200,follower_01,312.752,4.868,leader,12.639,12.501,follow
771,77.200,follower_02,300.067,5.108,follower_01,12.685,13.006,brake (too close to follower_01)
771,77.200,follower_03,287.462,4.939,follower_02,12.605,12.650,brake (too close to follower_02)
771,77.200,follower_04,274.858,4.798,follower_03,12.604,12.355,follow
772,77.300,leader,325.887,4.966,,,12.705,leader_state:resuming
772,77.300,follower_01,313.266,5.145,leader,12.621,13.085,brake (too close to leader)
772,77.300,follower_02,300.562,4.950,follower_01,12.704,12.672,follow
772,77.300,follower_03,287.941,4.786,follower_02,12.621,12.332,follow
772,77.300,follower_04,275.365,5.062,follower_03,12.576,12.908,brake (too close to follower_03)
773,77.400,leader,326.383,4.963,,,12.699,leader_state:resuming
773,77.400,follower_01,313.765,4.985,leader,12.618,12.747,brake (too close to leader)
773,77.400,follower_02,301.085,5.234,follower_01,12.679,13.278,brake (too close to follower_01)
773,77.400,follower_03,288.448,5.070,follower_02,12.637,12.925,brake (too close to follower_02)
773,77.400,follower_04,275.855,4.905,follower_03,12.593,12.578,follow
774,77.500,leader,326.880,4.967,,,12.709,leader_state:resuming
774,77.500,follower_01,314.248,4.831,leader,12.632,12.424,follow
774,77.500,follower_02,301.593,5.072,follower_01,12.655,12.931,brake (too close to follower_01)
774,77.500,follower_03,288.939,4.913,follower_02,12.653,12.594,follow
774,77.500,follower_04,276.366,5.106,follower_03,12.573,13.002,brake (too close to follower_03)
775,77.600,leader,327.379,4.993,,,12.764,leader_state:resuming
775,77.600,follower_01,314.750,5.022,leader,12.629,12.824,brake (too close to leader)
775,77.600,follower_02,302.084,4.915,follower_01,12.666,12.599,follow
775,77.600,follower_03,289.449,5.096,follower_02,12.635,12.981,brake (too close to follower_02)
775,77.600,follower_04,276.860,4.948,follower_03,12.588,12.667,brake (too close to follower_03)
776,77.700,leader,327.879,4.996,,,12.770,leader_state:resuming
776,77.700,follower_01,315.237,4.866,leader,12.642,12.498,follow
776,77.700,follower_02,302.596,5.123,follower_01,12.640,13.038,brake (too close to follower_01)
776,77.700,follower_03,289.942,4.938,follower_02,12.654,12.647,follow
776,77.700,follower_04,277.340,4.794,follower_03,12.603,12.348,follow
777,77.800,leader,328.377,4.984,,,12.743,leader_state:resuming
777,77.800,follower_01,315.740,5.032,leader,12.637,12.844,brake (too close to leader)
777,77.800,follower_02,303.093,4.964,follower_01,12.647,12.702,brake (too close to follower_01)
777,77.800,follower_03,290.464,5.212,follower_02,12.629,13.231,brake (too close to follower_02)
777,77.800,follower_04,277.846,5.057,follower_03,12.618,12.899,brake (too close to follower_03)
778,77.900,leader,328.874,4.970,,,12.714,leader_state:resuming
778,77.900,follower_01,316.227,4.876,leader,12.647,12.517,follow
778,77.900,follower_02,303.574,4.810,follower_01,12.653,12.382,follow
778,77.900,follower_03,290.969,5.051,follower_02,12.605,12.885,brake (too close to follower_02)
778,77.900,follower_04,278.336,4.901,follower_03,12.633,12.570,follow
779,78.000,leader,329.373,4.993,,,12.762,leader_state:resuming
779,78.000,follower_01,316.731,5.040,leader,12.642,12.863,brake (too close to leader)
779,78.000,follower_02,304.083,5.095,follower_01,12.648,12.979,brake (too close to follower_01)
779,78.000,follower_03,291.458,4.895,follower_02,12.625,12.556,follow
779,78.000,follower_04,278.842,5.059,follower_03,12.617,12.903,brake (too close to follower_03)
780,78.100,leader,329.869,4.954,,,12.681,leader_state:resuming
780,78.100,follower_01,317.220,4.884,leader,12.649,12.535,follow
780,78.100,follower_02,304.577,4.937,follower_01,12.643,12.646,brake (too close to follower_01)
780,78.100,follower_03,291.970,5.118,follower_02,12.607,13.028,brake (too close to follower_02)
780,78.100,follower_04,279.332,4.903,follower_03,12.638,12.573,follow
781,78.200,leader,330.365,4.961,,,12.696,leader_state:resuming
781,78.200,follower_01,317.737,5.174,leader,12.628,13.149,brake (too close to leader)
781,78.200,follower_02,305.055,4.784,follower_01,12.682,12.328,follow
781,78.200,follower_03,292.466,4.959,follower_02,12.589,12.692,brake (too close to follower_02)
781,78.200,follower_04,279.840,5.080,follower_03,12.626,12.948,brake (too close to follower_03)
782,78.300,leader,330.862,4.970,,,12.714,leader_state:resuming
782,78.300,follower_01,318.239,5.014,leader,12.623,12.808,brake (too close to leader)
782,78.300,follower_02,305.564,5.082,follower_01,12.675,12.952,brake (too close to follower_01)
782,78.300,follower_03,292.946,4.806,follower_02,12.617,12.372,follow
782,78.300,follower_04,280.332,4.923,follower_03,12.614,12.616,brake (too close to follower_03)
783,78.400,leader,331.362,5.000,,,12.777,leader_state:resuming
783,78.400,follower_01,318.724,4.859,leader,12.637,12.482,follow
783,78.400,follower_02,306.056,4.925,follower_01,12.668,12.620,follow
783,78.400,follower_03,293.449,5.024,follower_02,12.607,12.828,brake (too close to follower_02)
783,78.400,follower_04,280.809,4.771,follower_03,12.640,12.299,follow
784,78.500,leader,331.857,4.950,,,12.673,leader_state:resuming
784,78.500,follower_01,319.229,5.046,leader,12.628,12.875,brake (too close to leader)
784,78.500,follower_02,306.567,5.109,follower_01,12.662,13.010,brake (too close to follower_01)
784,78.500,follower_03,293.936,4.868,follower_02,12.631,12.501,follow
784,78.500,follower_04,281.305,4.959,follower_03,12.630,12.692,brake (too close to follower_03)
785,78.600,leader,332.356,4.988,,,12.752,leader_state:resuming
785,78.600,follower_01,319.718,4.890,leader,12.638,12.547,follow
785,78.600,follower_02,307.062,4.951,follower_01,12.656,12.675,brake (too close to follower_01)
785,78.600,follower_03,294.447,5.113,follower_02,12.615,13.018,brake (too close to follower_02)
785,78.600,follower_04,281.786,4.806,follower_03,12.661,12.372,follow
786,78.700,leader,332.851,4.957,,,12.687,leader_state:resuming
786,78.700,follower_01,320.230,5.123,leader,12.621,13.040,brake (too close to leader)
786,78.700,follower_02,307.542,4.798,follower_01,12.688,12.356,follow
786,78.700,follower_03,294.942,4.955,follower_02,12.600,12.682,brake (too close to follower_02)
786,78.700,follower_04,282.292,5.061,follower_03,12.651,12.906,brake (too close to follower_03)
787,78.800,leader,333.349,4.980,,,12.736,leader_state:resuming
787,78.800,follower_01,320.727,4.965,leader,12.623,12.703,brake (too close to leader)
787,78.800,follower_02,308.046,5.041,follower_01,12.681,12.865,brake (too close to follower_01)
787,78.800,follower_03,295.423,4.801,follower_02,12.624,12.363,follow
787,78.800,follower_04,282.782,4.904,follower_03,12.640,12.576,follow
788,78.900,leader,333.849,4.995,,,12.767,leader_state:resuming
788,78.900,follower_01,321.208,4.811,leader,12.641,12.383,follow
788,78.900,follower_02,308.535,4.885,follower_01,12.673,12.537,follow
788,78.900,follower_03,295.932,5.096,follower_02,12.602,12.981,brake (too close to follower_02)
788,78.900,follower_04,283.295,5.130,follower_03,12.637,13.054,brake (too close to follower_03)
789,79.000,leader,334.347,4.982,,,12.739,leader_state:resuming
789,79.000,follower_01,321.709,5.015,leader,12.638,12.810,brake (too close to leader)
789,79.000,follower_02,309.039,5.041,follower_01,12.671,12.865,brake (too close to follower_01)
789,79.000,follower_03,296.426,4.938,follower_02,12.613,12.648,brake (too close to follower_02)
789,79.000,follower_04,283.792,4.971,follower_03,12.634,12.717,brake (too close to follower_03)
790,79.100,leader,334.842,4.954,,,12.680,leader_state:resuming
790,79.100,follower_01,322.195,4.860,leader,12.647,12.484,follow
790,79.100,follower_02,309.527,4.885,follower_01,12.668,12.537,follow
790,79.100,follower_03,296.904,4.785,follower_02,12.623,12.330,follow
790,79.100,follower_04,284.274,4.817,follower_03,12.630,12.396,follow
791,79.200,leader,335.341,4.982,,,12.739,leader_state:resuming
791,79.200,follower_01,322.702,5.064,leader,12.639,12.913,brake (too close to leader)
791,79.200,follower_02,310.040,5.131,follower_01,12.661,13.056,brake (too close to follower_01)
791,79.200,follower_03,297.406,5.016,follower_02,12.634,12.811,brake (too close to follower_02)
791,79.200,follower_04,284.775,5.012,follower_03,12.631,12.804,brake (too close to follower_03)
792,79.300,leader,335.836,4.954,,,12.681,leader_state:resuming
792,79.300,follower_01,323.192,4.907,leader,12.644,12.582,follow
792,79.300,follower_02,310.538,4.972,follower_01,12.655,12.719,brake (too close to follower_01)
792,79.300,follower_03,297.892,4.861,follower_02,12.645,12.486,follow
792,79.300,follower_04,285.261,4.857,follower_03,12.631,12.479,follow
793,79.400,leader,336.333,4.971,,,12.718,leader_state:resuming
793,79.400,follower_01,323.710,5.175,leader,12.623,13.151,brake (too close to leader)
793,79.400,follower_02,311.019,4.818,follower_01,12.691,12.398,follow
793,79.400,follower_03,298.399,5.071,follower_02,12.620,12.929,brake (too close to follower_02)
793,79.400,follower_04,285.764,5.024,follower_03,12.636,12.830,brake (too close to follower_03)
794,79.500,leader,336.830,4.969,,,12.713,leader_state:resuming
794,79.500,follower_01,324.211,5.015,leader,12.619,12.809,brake (too close to leader)
794,79.500,follower_02,311.524,5.042,follower_01,12.688,12.866,brake (too close to follower_01)
794,79.500,follower_03,298.891,4.914,follower_02,12.633,12.598,follow
794,79.500,follower_04,286.250,4.869,follower_03,12.640,12.503,follow
795,79.600,leader,337.330,4.995,,,12.767,leader_state:resuming
795,79.600,follower_01,324.697,4.860,leader,12.632,12.484,follow
795,79.600,follower_02,312.012,4.885,follower_01,12.685,12.537,follow
795,79.600,follower_03,299.403,5.124,follower_02,12.609,13.041,brake (too close to follower_02)
795,79.600,follower_04,286.755,5.041,follower_03,12.649,12.865,brake (too close to follower_03)
796,79.700,leader,337.826,4.964,,,12.703,leader_state:resuming
796,79.700,follower_01,325.211,5.135,leader,12.615,13.065,brake (too close to leader)
796,79.700,follower_02,312.530,5.183,follower_01,12.681,13.168,brake (too close to follower_01)
796,79.700,follower_03,299.900,4.965,follower_02,12.631,12.704,brake (too close to follower_02)
796,79.700,follower_04,287.243,4.885,follower_03,12.657,12.537,follow
797,79.800,leader,338.322,4.963,,,12.701,leader_state:resuming
797,79.800,follower_01,325.709,4.976,leader,12.614,12.728,brake (too close to leader)
797,79.800,follower_02,313.033,5.023,follower_01,12.676,12.826,brake (too close to follower_01)
797,79.800,follower_03,300.381,4.811,follower_02,12.652,12.384,follow
797,79.800,follower_04,287.755,5.122,follower_03,12.625,13.037,brake (too close to follower_03)
798,79.900,leader,338.820,4.975,,,12.726,leader_state:resuming
798,79.900,follower_01,326.191,4.822,leader,12.629,12.406,follow
798,79.900,follower_02,313.519,4.867,follower_01,12.671,12.500,follow
798,79.900,follower_03,300.891,5.105,follower_02,12.628,13.000,brake (too close to follower_02)
798,79.900,follower_04,288.252,4.963,follower_03,12.640,12.701,brake (too close to follower_03)
799,80.000,leader,339.320,4.997,,,12.771,leader_state:resuming
799,80.000,follower_01,326.700,5.093,leader,12.619,12.975,brake (too close to leader)
799,80.000,follower_02,314.034,5.143,follower_01,12.666,13.081,brake (too close to follower_01)
799,80.000,follower_03,301.386,4.947,follower_02,12.648,12.666,brake (too close to follower_02)
799,80.000,follower_04,288.733,4.810,follower_03,12.653,12.380,follow
800,80.100,leader,339.816,4.967,,,12.708,leader_state:resuming
800,80.100,follower_01,327.194,4.935,leader,12.623,12.642,brake (too close to leader)
800,80.100,follower_02,314.532,4.984,follower_01,12.662,12.743,brake (too close to follower_01)
800,80.100,follower_03,301.865,4.794,follower_02,12.667,12.347,follow
800,80.100,follower_04,289.231,4.989,follower_03,12.634,12.754,brake (too close to follower_03)
801,80.200,leader,340.315,4.983,,,12.742,leader_state:resuming
801,80.200,follower_01,327.672,4.783,leader,12.643,12.324,follow
801,80.200,follower_02,315.015,4.829,follower_01,12.657,12.421,follow
801,80.200,follower_03,302.369,5.033,follower_02,12.646,12.848,brake (too close to follower_02)
801,80.200,follower_04,289.715,4.834,follower_03,12.654,12.431,follow
802,80.300,leader,340.814,4.990,,,12.758,leader_state:resuming
802,80.300,follower_01,328.168,4.957,leader,12.646,12.687,brake (too close to leader)
802,80.300,follower_02,315.517,5.024,follower_01,12.650,12.828,brake (too close to follower_01)
802,80.300,follower_03,302.856,4.878,follower_02,12.661,12.521,follow
802,80.300,follower_04,290.217,5.021,follower_03,12.639,12.823,brake (too close to follower_03)
803,80.400,leader,341.310,4.963,,,12.699,leader_state:resuming
803,80.400,follower_01,328.648,4.803,leader,12.662,12.367,follow
803,80.400,follower_02,316.004,4.868,follower_01,12.644,12.502,follow
803,80.400,follower_03,303.373,5.170,follower_02,12.631,13.140,brake (too close to follower_02)
803,80.400,follower_04,290.704,4.866,follower_03,12.670,12.497,follow
804,80.500,leader,341.806,4.964,,,12.701,leader_state:resuming
804,80.500,follower_01,329.155,5.066,leader,12.652,12.917,brake (too close to leader)
804,80.500,follower_02,316.518,5.141,follower_01,12.636,13.078,brake (too close to follower_01)
804,80.500,follower_03,303.874,5.010,follower_02,12.644,12.799,brake (too close to follower_02)
804,80.500,follower_04,291.206,5.027,follower_03,12.668,12.835,brake (too close to follower_03)
805,80.600,leader,342.303,4.964,,,12.703,leader_state:resuming
805,80.600,follower_01,329.645,4.909,leader,12.657,12.587,follow
805,80.600,follower_02,317.017,4.982,follower_01,12.629,12.740,brake (too close to follower_01)
805,80.600,follower_03,304.360,4.855,follower_02,12.657,12.474,follow
805,80.600,follower_04,291.693,4.871,follower_03,12.666,12.508,follow
806,80.700,leader,342.800,4.974,,,12.722,leader_state:resuming
806,80.700,follower_01,330.164,5.187,leader,12.636,13.176,brake (too close to leader)
806,80.700,follower_02,317.499,4.828,follower_01,12.665,12.418,follow
806,80.700,follower_03,304.861,5.010,follower_02,12.638,12.799,brake (too close to follower_02)
806,80.700,follower_04,292.205,5.112,follower_03,12.656,13.016,brake (too close to follower_03)
807,80.800,leader,343.297,4.965,,,12.704,leader_state:resuming
807,80.800,follower_01,330.667,5.026,leader,12.630,12.833,brake (too close to leader)
807,80.800,follower_02,318.008,5.090,follower_01,12.658,12.969,brake (too close to follower_01)
807,80.800,follower_03,305.346,4.855,follower_02,12.662,12.474,follow
807,80.800,follower_04,292.700,4.954,follower_03,12.646,12.681,brake (too close to follower_03)
808,80.900,leader,343.792,4.952,,,12.677,leader_state:resuming
808,80.900,follower_01,331.154,4.871,leader,12.638,12.507,follow
808,80.900,follower_02,318.502,4.933,follower_01,12.652,12.636,follow
808,80.900,follower_03,305.860,5.135,follower_02,12.642,13.065,brake (too close to follower_02)
808,80.900,follower_04,293.180,4.801,follower_03,12.680,12.362,follow
809,81.000,leader,344.290,4.983,,,12.741,leader_state:resuming
809,81.000,follower_01,331.658,5.041,leader,12.632,12.865,brake (too close to leader)
809,81.000,follower_02,319.025,5.230,follower_01,12.633,13.269,brake (too close to follower_01)
809,81.000,follower_03,306.358,4.976,follower_02,12.667,12.728,brake (too close to follower_02)
809,81.000,follower_04,293.687,5.070,follower_03,12.670,12.926,brake (too close to follower_03)
810,81.100,leader,344.787,4.966,,,12.706,leader_state:resuming
810,81.100,follower_01,332.146,4.885,leader,12.640,12.537,follow
810,81.100,follower_02,319.531,5.068,follower_01,12.615,12.922,brake (too close to follower_01)
810,81.100,follower_03,306.840,4.822,follower_02,12.692,12.406,follow
810,81.100,follower_04,294.178,4.913,follower_03,12.661,12.595,follow
811,81.200,leader,345.283,4.967,,,12.709,leader_state:resuming
811,81.200,follower_01,332.654,5.074,leader,12.629,12.935,brake (too close to leader)
811,81.200,follower_02,320.022,4.911,follower_01,12.631,12.591,follow
811,81.200,follower_03,307.344,5.044,follower_02,12.678,12.871,brake (too close to follower_02)
811,81.200,follower_04,294.695,5.170,follower_03,12.649,13.139,brake (too close to follower_03)
812,81.300,leader,345.782,4.985,,,12.745,leader_state:resuming
812,81.300,follower_01,333.146,4.917,leader,12.636,12.603,follow
812,81.300,follower_02,320.539,5.162,follower_01,12.607,13.123,brake (too close to follower_01)
812,81.300,follower_03,307.833,4.888,follower_02,12.706,12.543,follow
812,81.300,follower_04,295.196,5.010,follower_03,12.637,12.798,brake (too close to follower_03)
813,81.400,leader,346.278,4.964,,,12.701,leader_state:resuming
813,81.400,follower_01,333.664,5.186,leader,12.614,13.174,brake (too close to leader)
813,81.400,follower_02,321.039,5.002,follower_01,12.625,12.783,brake (too close to follower_01)
813,81.400,follower_03,308.338,5.050,follower_02,12.701,12.883,brake (too close to follower_02)
813,81.400,follower_04,295.682,4.855,follower_03,12.656,12.473,follow
814,81.500,leader,346.773,4.953,,,12.679,leader_state:resuming
814,81.500,follower_01,334.167,5.026,leader,12.607,12.832,brake (too close to leader)
814,81.500,follower_02,321.524,4.848,follower_01,12.643,12.458,follow
814,81.500,follower_03,308.827,4.894,follower_02,12.696,12.554,follow
814,81.500,follower_04,296.189,5.076,follower_03,12.638,12.938,brake (too close to follower_03)
815,81.600,leader,347.269,4.952,,,12.676,leader_state:resuming
815,81.600,follower_01,334.654,4.870,leader,12.615,12.505,follow
815,81.600,follower_02,322.035,5.111,follower_01,12.619,13.013,brake (too close to follower_01)
815,81.600,follower_03,309.335,5.081,follower_02,12.699,12.949,brake (too close to follower_02)
815,81.600,follower_04,296.681,4.918,follower_03,12.654,12.606,follow
816,81.700,leader,347.764,4.953,,,12.679,leader_state:resuming
816,81.700,follower_01,335.164,5.102,leader,12.600,12.994,brake (too close to leader)
816,81.700,follower_02,322.530,4.953,follower_01,12.634,12.678,brake (too close to follower_01)
816,81.700,follower_03,309.828,4.923,follower_02,12.702,12.617,follow
816,81.700,follower_04,297.199,5.174,follower_03,12.629,13.149,brake (too close to follower_03)
817,81.800,leader,348.259,4.955,,,12.682,leader_state:resuming
817,81.800,follower_01,335.658,4.944,leader,12.601,12.660,brake (too close to leader)
817,81.800,follower_02,323.010,4.799,follower_01,12.648,12.359,follow
817,81.800,follower_03,310.341,5.137,follower_02,12.669,13.070,brake (too close to follower_02)
817,81.800,follower_04,297.700,5.014,follower_03,12.641,12.808,brake (too close to follower_03)
818,81.900,leader,348.757,4.975,,,12.726,leader_state:resuming
818,81.900,follower_01,336.137,4.791,leader,12.619,12.341,follow
818,81.900,follower_02,323.519,5.090,follower_01,12.618,12.969,brake (too close to follower_01)
818,81.900,follower_03,310.839,4.978,follower_02,12.680,12.732,brake (too close to follower_02)
818,81.900,follower_04,298.186,4.859,follower_03,12.653,12.483,follow
819,82.000,leader,349.256,4.995,,,12.767,leader_state:resuming
819,82.000,follower_01,336.635,4.974,leader,12.622,12.724,brake (too close to leader)
819,82.000,follower_02,324.012,4.932,follower_01,12.623,12.636,brake (too close to follower_01)
819,82.000,follower_03,311.322,4.824,follower_02,12.690,12.410,follow
819,82.000,follower_04,298.698,5.117,follower_03,12.624,13.026,brake (too close to follower_03)
820,82.100,leader,349.752,4.956,,,12.686,leader_state:resuming
820,82.100,follower_01,337.117,4.820,leader,12.635,12.402,follow
820,82.100,follower_02,324.490,4.780,follower_01,12.627,12.318,follow
820,82.100,follower_03,311.831,5.097,follower_02,12.659,12.983,brake (too close to follower_02)
820,82.100,follower_04,299.194,4.959,follower_03,12.638,12.691,brake (too close to follower_03)
821,82.200,leader,350.248,4.954,,,12.682,leader_state:resuming
821,82.200,follower_01,337.627,5.100,leader,12.621,12.991,brake (too close to leader)
821,82.200,follower_02,324.984,4.936,follower_01,12.643,12.644,brake (too close to follower_01)
821,82.200,follower_03,312.325,4.939,follower_02,12.659,12.650,follow
821,82.200,follower_04,299.674,4.805,follower_03,12.651,12.371,follow
822,82.300,leader,350.746,4.981,,,12.737,leader_state:resuming
822,82.300,follower_01,338.121,4.942,leader,12.624,12.657,brake (too close to leader)
822,82.300,follower_02,325.462,4.784,follower_01,12.659,12.326,follow
822,82.300,follower_03,312.838,5.125,follower_02,12.624,13.043,brake (too close to follower_02)
822,82.300,follower_04,300.172,4.976,follower_03,12.666,12.726,brake (too close to follower_03)
823,82.400,leader,351.244,4.984,,,12.745,leader_state:resuming
823,82.400,follower_01,338.600,4.790,leader,12.644,12.338,follow
823,82.400,follower_02,325.958,4.961,follower_01,12.642,12.695,brake (too close to follower_01)
823,82.400,follower_03,313.334,4.966,follower_02,12.624,12.707,brake (too close to follower_02)
823,82.400,follower_04,300.654,4.822,follower_03,12.681,12.405,follow
824,82.500,leader,351.739,4.954,,,12.681,leader_state:resuming
824,82.500,follower_01,339.096,4.961,leader,12.643,12.695,brake (too close to leader)
824,82.500,follower_02,326.439,4.807,follower_01,12.657,12.375,follow
824,82.500,follower_03,313.816,4.813,follower_02,12.623,12.386,follow
824,82.500,follower_04,301.158,5.042,follower_03,12.658,12.867,brake (too close to follower_03)
825,82.600,leader,352.238,4.988,,,12.752,leader_state:resuming
825,82.600,follower_01,339.577,4.807,leader,12.661,12.375,follow
825,82.600,follower_02,326.945,5.061,follower_01,12.632,12.907,brake (too close to follower_01)
825,82.600,follower_03,314.315,4.997,follower_02,12.630,12.772,brake (too close to follower_02)
825,82.600,follower_04,301.647,4.886,follower_03,12.669,12.539,follow
826,82.700,leader,352.733,4.951,,,12.674,leader_state:resuming
826,82.700,follower_01,340.083,5.064,leader,12.650,12.913,brake (too close to leader)
826,82.700,follower_02,327.436,4.905,follower_01,12.648,12.577,follow
826,82.700,follower_03,314.800,4.842,follower_02,12.636,12.448,follow
826,82.700,follower_04,302.160,5.138,follower_03,12.639,13.072,brake (too close to follower_03)
827,82.800,leader,353.232,4.988,,,12.753,leader_state:resuming
827,82.800,follower_01,340.574,4.907,leader,12.658,12.583,follow
827,82.800,follower_02,327.943,5.073,follower_01,12.631,12.931,brake (too close to follower_01)
827,82.800,follower_03,315.314,5.141,follower_02,12.629,13.078,brake (too close to follower_02)
827,82.800,follower_04,302.658,4.979,follower_03,12.655,12.734,brake (too close to follower_03)
828,82.900,leader,353.730,4.983,,,12.742,leader_state:resuming
828,82.900,follower_01,341.084,5.104,leader,12.646,12.999,brake (too close to leader)
828,82.900,follower_02,328.434,4.916,follower_01,12.650,12.600,follow
828,82.900,follower_03,315.812,4.982,follower_02,12.622,12.740,brake (too close to follower_02)
828,82.900,follower_04,303.141,4.825,follower_03,12.671,12.412,follow
829,83.000,leader,354.226,4.958,,,12.690,leader_state:resuming
829,83.000,follower_01,341.579,4.946,leader,12.647,12.665,brake (too close to leader)
829,83.000,follower_02,328.950,5.157,follower_01,12.629,13.113,brake (too close to follower_01)
829,83.000,follower_03,316.295,4.828,follower_02,12.655,12.417,follow
829,83.000,follower_04,303.639,4.978,follower_03,12.656,12.731,brake (too close to follower_03)
830,83.100,leader,354.722,4.962,,,12.697,leader_state:resuming
830,83.100,follower_01,342.058,4.793,leader,12.664,12.346,follow
830,83.100,follower_02,329.450,4.998,follower_01,12.609,12.773,brake (too close to follower_01)
830,83.100,follower_03,316.797,5.025,follower_02,12.653,12.830,brake (too close to follower_02)
830,83.100,follower_04,304.121,4.824,follower_03,12.676,12.409,follow
