step,time_s,veh,lane_pos_m,speed_mps,lead_of_this,gap_m,safe_m,action
137,138.000,main_flow_e_w.25,150.786,0.000,main_flow_e_w.21,7.697,4.000,follow_free
137,138.000,main_flow_e_w.23,150.786,0.000,main_flow_e_w.25,3.200,4.000,brake_close_to:main_flow_e_w.25
137,138.000,main_flow_e_w.34,143.785,0.000,main_flow_e_w.23,7.697,4.000,follow_free
137,138.000,main_flow_e_w.22,143.785,0.000,main_flow_e_w.34,3.200,4.000,brake_close_to:main_flow_e_w.34
137,138.000,main_flow_e_w.35,136.784,0.173,main_flow_e_w.22,7.697,4.176,follow_free
137,138.000,main_flow_e_w.30,136.784,0.000,main_flow_e_w.35,3.200,4.000,brake_close_to:main_flow_e_w.35
137,138.000,main_flow_e_w.32,129.783,0.000,main_flow_e_w.30,7.001,4.000,follow_free
137,138.000,main_flow_e_w.33,128.767,1.212,main_flow_e_w.32,3.357,5.376,brake_close_to:main_flow_e_w.32
137,138.000,main_flow_e_w.31,122.782,0.000,main_flow_e_w.33,6.787,4.000,follow_free
137,138.000,main_flow_e_w.36,115.781,0.000,main_flow_e_w.31,7.001,4.000,follow_free
137,138.000,main_flow_e_w.39,115.356,0.580,main_flow_e_w.36,3.228,4.617,brake_close_to:main_flow_e_w.36
137,138.000,main_flow_e_w.40,108.780,0.000,main_flow_e_w.39,7.314,4.000,follow_free
137,138.000,main_flow_e_w.37,107.776,0.724,main_flow_e_w.40,3.354,4.783,brake_close_to:main_flow_e_w.40
137,138.000,main_flow_e_w.41,101.779,0.000,main_flow_e_w.37,6.797,4.000,follow_free
137,138.000,main_flow_e_w.38,95.734,3.695,main_flow_e_w.41,6.839,9.212,brake_to_lead:main_flow_e_w.41
137,138.000,main_flow_e_w.43,84.142,10.557,main_flow_e_w.38,12.026,26.941,brake_to_lead:main_flow_e_w.38
137,138.000,side_flow_n_s.1,38.599,0.000,main_flow_e_w.43,167.588,4.000,follow_free
137,138.000,side_flow_s_n.2,37.792,2.453,side_flow_n_s.1,23.825,7.121,brake_to_lead:side_flow_n_s.1
137,138.000,main_flow_e_w.42,36.194,4.493,side_flow_s_n.2,212.886,10.736,brake_to_lead:side_flow_s_n.2
137,138.000,side_flow_n_s.2,31.598,0.000,main_flow_e_w.42,215.835,4.000,follow_free
137,138.000,side_flow_s_n.3,28.234,4.052,side_flow_n_s.2,40.296,9.876,brake_to_lead:side_flow_n_s.2
137,138.000,side_flow_n_s.3,24.597,0.000,side_flow_s_n.3,47.278,4.000,follow_free
137,138.000,side_flow_s_n.0,19.973,2.688,side_flow_n_s.3,5.911,7.490,brake_to_lead:side_flow_n_s.3
137,138.000,side_flow_n_s.4,17.596,0.000,side_flow_s_n.0,3.790,4.000,brake_close_to:side_flow_s_n.0
137,138.000,side_flow_s_n.4,16.563,2.333,side_flow_n_s.4,65.919,6.937,brake_to_lead:side_flow_n_s.4
137,138.000,side_flow_n_s.5,10.595,0.000,side_flow_s_n.4,72.912,4.000,follow_free
137,138.000,side_flow_s_n.5,7.195,1.878,side_flow_n_s.5,82.272,6.269,follow_free
137,138.000,side_flow_n_s.6,3.594,0.000,side_flow_s_n.5,89.268,4.000,follow_free
137,138.000,side_flow_s_n.1,1.917,6.530,side_flow_n_s.6,34.239,15.268,brake_to_lead:side_flow_n_s.6
138,139.000,main_flow_e_w.7,241.799,0.000,,,4.000,free
138,139.000,main_flow_e_w.0,241.799,0.000,main_flow_e_w.7,3.200,4.000,brake_close_to:main_flow_e_w.7
138,139.000,leader,241.799,0.000,,,4.000,leader_state:fast
138,139.000,main_flow_e_w.13,234.798,0.000,leader,24.262,4.000,follow_free
138,139.000,main_flow_e_w.1,234.798,0.000,main_flow_e_w.13,3.200,4.000,brake_close_to:main_flow_e_w.13
138,139.000,main_flow_e_w.3,228.232,4.071,main_flow_e_w.1,250.634,9.913,brake_to_lead:main_flow_e_w.1
138,139.000,main_flow_e_w.6,227.797,0.000,main_flow_e_w.3,257.655,4.000,follow_free
138,139.000,main_flow_e_w.2,227.797,0.000,main_flow_e_w.6,3.200,4.000,brake_close_to:main_flow_e_w.6
138,139.000,main_flow_e_w.10,220.796,0.000,main_flow_e_w.2,7.698,4.000,follow_free
138,139.000,main_flow_e_w.5,220.796,0.000,main_flow_e_w.10,3.200,4.000,brake_close_to:main_flow_e_w.10
138,139.000,main_flow_e_w.11,213.795,0.000,main_flow_e_w.5,7.698,4.000,follow_free
138,139.000,main_flow_e_w.9,213.795,0.000,main_flow_e_w.11,3.200,4.000,brake_close_to:main_flow_e_w.11
138,139.000,main_flow_e_w.16,206.794,0.000,main_flow_e_w.9,7.698,4.000,follow_free
138,139.000,main_flow_e_w.8,206.794,0.000,main_flow_e_w.16,3.200,4.000,brake_close_to:main_flow_e_w.16
138,139.000,main_flow_e_w.18,199.793,0.000,main_flow_e_w.8,7.698,4.000,follow_free
138,139.000,turn01,199.793,0.000,main_flow_e_w.18,3.200,4.000,brake_close_to:main_flow_e_w.18
138,139.000,main_flow_e_w.15,192.792,0.000,turn01,7.698,4.000,follow_free
138,139.000,main_flow_e_w.12,192.792,0.000,main_flow_e_w.15,3.200,4.000,brake_close_to:main_flow_e_w.15
138,139.000,main_flow_e_w.24,185.791,0.000,main_flow_e_w.12,7.698,4.000,follow_free
138,139.000,main_flow_e_w.19,185.791,0.000,main_flow_e_w.24,3.200,4.000,brake_close_to:main_flow_e_w.24
138,139.000,main_flow_e_w.4,183.956,1.876,main_flow_e_w.19,255.365,6.267,follow_free
138,139.000,main_flow_e_w.26,178.790,0.000,main_flow_e_w.4,262.386,4.000,follow_free
138,139.000,main_flow_e_w.14,178.790,0.000,main_flow_e_w.26,3.200,4.000,brake_close_to:main_flow_e_w.26
138,139.000,main_flow_e_w.27,171.789,0.000,main_flow_e_w.14,7.698,4.000,follow_free
138,139.000,main_flow_e_w.17,171.789,0.000,main_flow_e_w.27,3.200,4.000,brake_close_to:main_flow_e_w.27
138,139.000,main_flow_e_w.29,164.788,0.000,main_flow_e_w.17,7.698,4.000,follow_free
138,139.000,main_flow_e_w.20,164.788,0.000,main_flow_e_w.29,3.200,4.000,brake_close_to:main_flow_e_w.29
138,139.000,main_flow_e_w.28,157.787,0.000,main_flow_e_w.20,7.697,4.000,follow_free
138,139.000,main_flow_e_w.21,157.787,0.000,main_flow_e_w.28,3.200,4.000,brake_close_to:main_flow_e_w.28
138,139.000,main_flow_e_w.25,150.786,0.000,main_flow_e_w.21,7.697,4.000,follow_free
138,139.000,main_flow_e_w.23,150.786,0.000,main_flow_e_w.25,3.200,4.000,brake_close_to:main_flow_e_w.25
138,139.000,main_flow_e_w.34,143.785,0.000,main_flow_e_w.23,7.697,4.000,follow_free
138,139.000,main_flow_e_w.22,143.785,0.000,main_flow_e_w.34,3.200,4.000,brake_close_to:main_flow_e_w.34
138,139.000,main_flow_e_w.35,136.784,0.000,main_flow_e_w.22,7.697,4.000,follow_free
138,139.000,main_flow_e_w.30,136.784,0.000,main_flow_e_w.35,3.200,4.000,brake_close_to:main_flow_e_w.35
138,139.000,main_flow_e_w.32,129.783,0.000,main_flow_e_w.30,7.001,4.000,follow_free
138,139.000,main_flow_e_w.33,129.737,0.970,main_flow_e_w.32,3.200,5.075,brake_close_to:main_flow_e_w.32
138,139.000,main_flow_e_w.31,122.782,0.000,main_flow_e_w.33,7.656,4.000,follow_free
138,139.000,main_flow_e_w.39,115.820,0.464,main_flow_e_w.31,7.662,4.488,follow_free
138,139.000,main_flow_e_w.36,115.781,0.000,main_flow_e_w.39,3.200,4.000,brake_close_to:main_flow_e_w.39
138,139.000,main_flow_e_w.40,108.780,0.000,main_flow_e_w.36,7.001,4.000,follow_free
138,139.000,main_flow_e_w.37,108.355,0.580,main_flow_e_w.40,3.228,4.617,brake_close_to:main_flow_e_w.40
138,139.000,main_flow_e_w.41,101.779,0.000,main_flow_e_w.37,7.314,4.000,follow_free
138,139.000,main_flow_e_w.38,98.198,2.463,main_flow_e_w.41,4.802,7.138,brake_to_lead:main_flow_e_w.41
138,139.000,main_flow_e_w.43,92.412,8.270,main_flow_e_w.38,6.612,19.869,brake_to_lead:main_flow_e_w.38
138,139.000,main_flow_e_w.42,40.007,3.813,main_flow_e_w.43,52.404,9.428,follow_free
138,139.000,side_flow_s_n.2,39.427,1.635,main_flow_e_w.42,208.959,5.932,follow_free
138,139.000,side_flow_n_s.1,38.599,0.000,side_flow_s_n.2,22.206,4.000,follow_free
138,139.000,side_flow_n_s.2,31.598,0.000,side_flow_n_s.1,7.001,4.000,follow_free
138,139.000,side_flow_s_n.3,30.791,2.557,side_flow_n_s.2,37.747,7.283,brake_to_lead:side_flow_n_s.2
138,139.000,side_flow_n_s.3,24.597,0.000,side_flow_s_n.3,44.727,4.000,follow_free
138,139.000,side_flow_s_n.0,21.765,1.792,side_flow_n_s.3,7.481,6.148,follow_free
138,139.000,side_flow_s_n.4,18.118,1.555,side_flow_s_n.0,64.047,5.824,follow_free
138,139.000,side_flow_n_s.4,17.596,0.000,side_flow_s_n.4,64.366,4.000,follow_free
138,139.000,side_flow_n_s.5,10.595,0.000,side_flow_n_s.4,7.001,4.000,follow_free
138,139.000,side_flow_s_n.5,8.488,1.293,side_flow_n_s.5,80.980,5.479,follow_free
138,139.000,side_flow_s_n.1,6.271,4.353,side_flow_s_n.5,58.182,10.459,brake_to_lead:side_flow_s_n.5
138,139.000,side_flow_n_s.6,3.594,0.000,side_flow_s_n.1,29.907,4.000,follow_free
139,140.000,main_flow_e_w.7,241.799,0.000,,,4.000,free
139,140.000,main_flow_e_w.0,241.799,0.000,main_flow_e_w.7,3.200,4.000,brake_close_to:main_flow_e_w.7
139,140.000,leader,241.799,0.000,,,4.000,leader_state:fast
139,140.000,main_flow_e_w.13,234.798,0.000,leader,24.262,4.000,follow_free
139,140.000,main_flow_e_w.1,234.798,0.000,main_flow_e_w.13,3.200,4.000,brake_close_to:main_flow_e_w.13
139,140.000,main_flow_e_w.3,230.946,2.714,main_flow_e_w.1,253.348,7.533,brake_to_lead:main_flow_e_w.1
139,140.000,main_flow_e_w.6,227.797,0.000,main_flow_e_w.3,260.369,4.000,follow_free
139,140.000,main_flow_e_w.2,227.797,0.000,main_flow_e_w.6,3.200,4.000,brake_close_to:main_flow_e_w.6
139,140.000,main_flow_e_w.10,220.796,0.000,main_flow_e_w.2,7.698,4.000,follow_free
139,140.000,main_flow_e_w.5,220.796,0.000,main_flow_e_w.10,3.200,4.000,brake_close_to:main_flow_e_w.10
139,140.000,main_flow_e_w.11,213.795,0.000,main_flow_e_w.5,7.698,4.000,follow_free
139,140.000,main_flow_e_w.9,213.795,0.000,main_flow_e_w.11,3.200,4.000,brake_close_to:main_flow_e_w.11
139,140.000,main_flow_e_w.16,206.794,0.000,main_flow_e_w.9,7.698,4.000,follow_free
139,140.000,main_flow_e_w.8,206.794,0.000,main_flow_e_w.16,3.200,4.000,brake_close_to:main_flow_e_w.16
139,140.000,main_flow_e_w.18,199.793,0.000,main_flow_e_w.8,7.698,4.000,follow_free
139,140.000,turn01,199.793,0.000,main_flow_e_w.18,3.200,4.000,brake_close_to:main_flow_e_w.18
139,140.000,main_flow_e_w.15,192.792,0.000,turn01,7.698,4.000,follow_free
139,140.000,main_flow_e_w.12,192.792,0.000,main_flow_e_w.15,3.200,4.000,brake_close_to:main_flow_e_w.15
139,140.000,main_flow_e_w.4,187.416,3.460,main_flow_e_w.12,251.824,8.790,brake_to_lead:main_flow_e_w.12
139,140.000,main_flow_e_w.24,185.791,0.000,main_flow_e_w.4,258.845,4.000,follow_free
139,140.000,main_flow_e_w.19,185.791,0.000,main_flow_e_w.24,3.200,4.000,brake_close_to:main_flow_e_w.24
139,140.000,main_flow_e_w.26,178.790,0.000,main_flow_e_w.19,7.698,4.000,follow_free
139,140.000,main_flow_e_w.14,178.790,0.000,main_flow_e_w.26,3.200,4.000,brake_close_to:main_flow_e_w.26
139,140.000,main_flow_e_w.27,171.789,0.000,main_flow_e_w.14,7.698,4.000,follow_free
139,140.000,main_flow_e_w.17,171.789,0.000,main_flow_e_w.27,3.200,4.000,brake_close_to:main_flow_e_w.27
139,140.000,main_flow_e_w.29,164.788,0.000,main_flow_e_w.17,7.698,4.000,follow_free
139,140.000,main_flow_e_w.20,164.788,0.000,main_flow_e_w.29,3.200,4.000,brake_close_to:main_flow_e_w.29
139,140.000,main_flow_e_w.28,157.787,0.000,main_flow_e_w.20,7.697,4.000,follow_free
139,140.000,main_flow_e_w.21,157.787,0.000,main_flow_e_w.28,3.200,4.000,brake_close_to:main_flow_e_w.28
139,140.000,main_flow_e_w.25,150.786,0.000,main_flow_e_w.21,7.697,4.000,follow_free
139,140.000,main_flow_e_w.23,150.786,0.000,main_flow_e_w.25,3.200,4.000,brake_close_to:main_flow_e_w.25
139,140.000,main_flow_e_w.34,143.785,0.000,main_flow_e_w.23,7.697,4.000,follow_free
139,140.000,main_flow_e_w.22,143.785,0.000,main_flow_e_w.34,3.200,4.000,brake_close_to:main_flow_e_w.34
139,140.000,main_flow_e_w.35,136.784,0.000,main_flow_e_w.22,7.697,4.000,follow_free
139,140.000,main_flow_e_w.30,136.784,0.000,main_flow_e_w.35,3.200,4.000,brake_close_to:main_flow_e_w.35
139,140.000,main_flow_e_w.33,129.783,0.046,main_flow_e_w.30,7.697,4.046,follow_free
139,140.000,main_flow_e_w.32,129.783,0.000,main_flow_e_w.33,3.200,4.000,brake_close_to:main_flow_e_w.33
139,140.000,main_flow_e_w.31,122.782,0.000,main_flow_e_w.32,7.001,4.000,follow_free
139,140.000,main_flow_e_w.39,118.324,2.504,main_flow_e_w.31,5.488,7.201,brake_to_lead:main_flow_e_w.31
139,140.000,main_flow_e_w.36,115.781,0.000,main_flow_e_w.39,4.087,4.000,follow_free
139,140.000,main_flow_e_w.37,108.819,0.464,main_flow_e_w.36,7.662,4.488,follow_free
139,140.000,main_flow_e_w.40,108.780,0.000,main_flow_e_w.37,3.200,4.000,brake_close_to:main_flow_e_w.37
139,140.000,main_flow_e_w.41,101.779,0.000,main_flow_e_w.40,7.001,4.000,follow_free
139,140.000,main_flow_e_w.38,99.840,1.642,main_flow_e_w.41,3.741,5.942,brake_close_to:main_flow_e_w.41
139,140.000,main_flow_e_w.43,94.778,2.366,main_flow_e_w.38,5.989,6.988,brake_close_to:main_flow_e_w.38
139,140.000,main_flow_e_w.42,46.582,6.575,main_flow_e_w.43,48.196,15.377,brake_to_lead:main_flow_e_w.43
139,140.000,side_flow_n_s.1,38.599,0.000,main_flow_e_w.42,205.124,4.000,follow_free
139,140.000,side_flow_s_n.3,32.426,1.635,side_flow_n_s.1,29.152,5.932,follow_free
139,140.000,side_flow_n_s.2,31.598,0.000,side_flow_s_n.3,36.118,4.000,follow_free
139,140.000,side_flow_s_n.0,25.219,3.454,side_flow_n_s.2,17.512,8.780,brake_to_lead:side_flow_n_s.2
139,140.000,side_flow_n_s.3,24.597,0.000,side_flow_s_n.0,10.705,4.000,follow_free
139,140.000,side_flow_s_n.4,22.033,3.916,side_flow_n_s.3,53.465,9.619,brake_to_lead:side_flow_n_s.3
139,140.000,side_flow_n_s.4,17.596,0.000,side_flow_s_n.4,60.455,4.000,follow_free
139,140.000,side_flow_s_n.5,10.675,2.187,side_flow_n_s.4,71.800,6.718,brake_to_lead:side_flow_n_s.4
139,140.000,side_flow_n_s.5,10.595,0.000,side_flow_s_n.5,78.795,4.000,follow_free
139,140.000,side_flow_s_n.1,9.604,3.333,side_flow_n_s.5,19.663,8.568,brake_to_lead:side_flow_n_s.5
139,140.000,side_flow_n_s.6,3.594,0.000,side_flow_s_n.1,26.595,4.000,follow_free
139,140.000,side_flow_s_n.2,3.390,3.563,side_flow_n_s.6,53.512,8.974,brake_to_lead:side_flow_n_s.6
140,141.000,main_flow_e_w.7,241.799,0.000,,,4.000,free
140,141.000,main_flow_e_w.0,241.799,0.000,main_flow_e_w.7,3.200,4.000,brake_close_to:main_flow_e_w.7
140,141.000,leader,241.799,0.000,,,4.000,leader_state:fast
140,141.000,main_flow_e_w.13,234.798,0.000,leader,24.262,4.000,follow_free
140,141.000,main_flow_e_w.1,234.798,0.000,main_flow_e_w.13,3.200,4.000,brake_close_to:main_flow_e_w.13
140,141.000,main_flow_e_w.3,232.756,1.809,main_flow_e_w.1,255.158,6.173,follow_free
140,141.000,main_flow_e_w.6,227.797,0.000,main_flow_e_w.3,262.178,4.000,follow_free
140,141.000,main_flow_e_w.2,227.797,0.000,main_flow_e_w.6,3.200,4.000,brake_close_to:main_flow_e_w.6
140,141.000,main_flow_e_w.10,220.796,0.000,main_flow_e_w.2,7.698,4.000,follow_free
140,141.000,main_flow_e_w.5,220.796,0.000,main_flow_e_w.10,3.200,4.000,brake_close_to:main_flow_e_w.10
140,141.000,main_flow_e_w.11,213.795,0.000,main_flow_e_w.5,7.698,4.000,follow_free
140,141.000,main_flow_e_w.9,213.795,0.000,main_flow_e_w.11,3.200,4.000,brake_close_to:main_flow_e_w.11
140,141.000,main_flow_e_w.16,206.794,0.000,main_flow_e_w.9,7.698,4.000,follow_free
140,141.000,main_flow_e_w.8,206.794,0.000,main_flow_e_w.16,3.200,4.000,brake_close_to:main_flow_e_w.16
140,141.000,main_flow_e_w.18,199.793,0.000,main_flow_e_w.8,7.698,4.000,follow_free
140,141.000,turn01,199.793,0.000,main_flow_e_w.18,3.200,4.000,brake_close_to:main_flow_e_w.18
140,141.000,main_flow_e_w.15,192.792,0.000,turn01,7.698,4.000,follow_free
140,141.000,main_flow_e_w.12,192.792,0.000,main_flow_e_w.15,3.200,4.000,brake_close_to:main_flow_e_w.15
140,141.000,main_flow_e_w.4,189.722,2.307,main_flow_e_w.12,254.130,6.898,brake_to_lead:main_flow_e_w.12
140,141.000,main_flow_e_w.24,185.791,0.000,main_flow_e_w.4,261.151,4.000,follow_free
140,141.000,main_flow_e_w.19,185.791,0.000,main_flow_e_w.24,3.200,4.000,brake_close_to:main_flow_e_w.24
140,141.000,main_flow_e_w.26,178.790,0.000,main_flow_e_w.19,7.698,4.000,follow_free
140,141.000,main_flow_e_w.14,178.790,0.000,main_flow_e_w.26,3.200,4.000,brake_close_to:main_flow_e_w.26
140,141.000,main_flow_e_w.27,171.789,0.000,main_flow_e_w.14,7.698,4.000,follow_free
140,141.000,main_flow_e_w.17,171.789,0.000,main_flow_e_w.27,3.200,4.000,brake_close_to:main_flow_e_w.27
140,141.000,main_flow_e_w.29,164.788,0.000,main_flow_e_w.17,7.698,4.000,follow_free
140,141.000,main_flow_e_w.20,164.788,0.000,main_flow_e_w.29,3.200,4.000,brake_close_to:main_flow_e_w.29
140,141.000,main_flow_e_w.28,157.787,0.000,main_flow_e_w.20,7.697,4.000,follow_free
140,141.000,main_flow_e_w.21,157.787,0.000,main_flow_e_w.28,3.200,4.000,brake_close_to:main_flow_e_w.28
140,141.000,main_flow_e_w.25,150.786,0.000,main_flow_e_w.21,7.697,4.000,follow_free
140,141.000,main_flow_e_w.23,150.786,0.000,main_flow_e_w.25,3.200,4.000,brake_close_to:main_flow_e_w.25
140,141.000,main_flow_e_w.34,143.785,0.000,main_flow_e_w.23,7.697,4.000,follow_free
140,141.000,main_flow_e_w.22,143.785,0.000,main_flow_e_w.34,3.200,4.000,brake_close_to:main_flow_e_w.34
140,141.000,main_flow_e_w.35,136.784,0.000,main_flow_e_w.22,7.697,4.000,follow_free
140,141.000,main_flow_e_w.30,136.784,0.000,main_flow_e_w.35,3.200,4.000,brake_close_to:main_flow_e_w.35
140,141.000,main_flow_e_w.33,129.783,0.000,main_flow_e_w.30,7.697,4.000,follow_free
140,141.000,main_flow_e_w.32,129.783,0.000,main_flow_e_w.33,3.200,4.000,brake_close_to:main_flow_e_w.33
140,141.000,main_flow_e_w.31,122.782,0.000,main_flow_e_w.32,7.001,4.000,follow_free
140,141.000,main_flow_e_w.39,119.993,1.669,main_flow_e_w.31,4.245,5.979,brake_close_to:main_flow_e_w.31
140,141.000,main_flow_e_w.36,115.781,0.000,main_flow_e_w.39,5.290,4.000,follow_free
140,141.000,main_flow_e_w.37,110.556,1.738,main_flow_e_w.36,6.127,6.073,follow_free
140,141.000,main_flow_e_w.40,108.780,0.000,main_flow_e_w.37,3.660,4.000,brake_close_to:main_flow_e_w.37
140,141.000,main_flow_e_w.41,101.779,0.000,main_flow_e_w.40,7.001,4.000,follow_free
140,141.000,main_flow_e_w.38,101.154,1.314,main_flow_e_w.41,3.260,5.506,brake_close_to:main_flow_e_w.41
140,141.000,main_flow_e_w.43,94.778,0.000,main_flow_e_w.38,7.134,4.000,follow_free
140,141.000,main_flow_e_w.42,51.753,5.172,main_flow_e_w.43,43.024,12.144,brake_to_lead:main_flow_e_w.43
140,141.000,side_flow_n_s.1,38.599,0.000,main_flow_e_w.42,199.955,4.000,follow_free
140,141.000,side_flow_s_n.3,35.748,3.323,side_flow_n_s.1,25.852,8.549,brake_to_lead:side_flow_n_s.1
140,141.000,side_flow_n_s.2,31.598,0.000,side_flow_s_n.3,32.810,4.000,follow_free
140,141.000,side_flow_s_n.0,27.522,2.303,side_flow_n_s.2,19.780,6.892,brake_to_lead:side_flow_n_s.2
140,141.000,side_flow_s_n.4,24.644,2.610,side_flow_s_n.0,63.278,7.368,follow_free
140,141.000,side_flow_n_s.3,24.597,0.000,side_flow_s_n.4,50.860,4.000,follow_free
140,141.000,side_flow_n_s.4,17.596,0.000,side_flow_n_s.3,7.001,4.000,follow_free
140,141.000,side_flow_s_n.5,12.133,1.458,side_flow_n_s.4,70.344,5.694,follow_free
140,141.000,side_flow_s_n.1,11.826,2.222,side_flow_s_n.5,60.093,6.771,follow_free
140,141.000,side_flow_n_s.5,10.595,0.000,side_flow_s_n.1,17.474,4.000,follow_free
140,141.000,side_flow_s_n.2,5.766,2.376,side_flow_n_s.5,44.156,7.003,brake_to_lead:side_flow_n_s.5
140,141.000,side_flow_n_s.6,3.594,0.000,side_flow_s_n.2,51.141,4.000,follow_free
140,141.000,side_flow_s_n.6,0.650,4.482,side_flow_n_s.6,95.810,10.714,brake_to_lead:side_flow_n_s.6
141,142.000,main_flow_e_w.7,241.799,0.000,,,4.000,free
141,142.000,main_flow_e_w.0,241.799,0.000,main_flow_e_w.7,3.200,4.000,brake_close_to:main_flow_e_w.7
141,142.000,leader,241.799,0.000,,,4.000,leader_state:fast
141,142.000,main_flow_e_w.3,236.498,3.742,leader,235.692,9.298,brake_to_lead:leader
141,142.000,main_flow_e_w.13,234.798,0.000,main_flow_e_w.3,258.920,4.000,follow_free
141,142.000,main_flow_e_w.1,234.798,0.000,main_flow_e_w.13,3.200,4.000,brake_close_to:main_flow_e_w.13
141,142.000,main_flow_e_w.6,227.797,0.000,main_flow_e_w.1,7.698,4.000,follow_free
141,142.000,main_flow_e_w.2,227.797,0.000,main_flow_e_w.6,3.200,4.000,brake_close_to:main_flow_e_w.6
141,142.000,main_flow_e_w.10,220.796,0.000,main_flow_e_w.2,7.698,4.000,follow_free
141,142.000,main_flow_e_w.5,220.796,0.000,main_flow_e_w.10,3.200,4.000,brake_close_to:main_flow_e_w.10
141,142.000,main_flow_e_w.11,213.795,0.000,main_flow_e_w.5,7.698,4.000,follow_free
141,142.000,main_flow_e_w.9,213.795,0.000,main_flow_e_w.11,3.200,4.000,brake_close_to:main_flow_e_w.11
141,142.000,main_flow_e_w.16,206.794,0.000,main_flow_e_w.9,7.698,4.000,follow_free
141,142.000,main_flow_e_w.8,206.794,0.000,main_flow_e_w.16,3.200,4.000,brake_close_to:main_flow_e_w.16
141,142.000,main_flow_e_w.18,199.793,0.000,main_flow_e_w.8,7.698,4.000,follow_free
141,142.000,turn01,199.793,0.000,main_flow_e_w.18,3.200,4.000,brake_close_to:main_flow_e_w.18
141,142.000,main_flow_e_w.15,192.792,0.000,turn01,7.698,4.000,follow_free
141,142.000,main_flow_e_w.12,192.792,0.000,main_flow_e_w.15,3.200,4.000,brake_close_to:main_flow_e_w.15
141,142.000,main_flow_e_w.4,191.260,1.538,main_flow_e_w.12,255.668,5.800,follow_free
141,142.000,main_flow_e_w.24,185.791,0.000,main_flow_e_w.4,262.689,4.000,follow_free
141,142.000,main_flow_e_w.19,185.791,0.000,main_flow_e_w.24,3.200,4.000,brake_close_to:main_flow_e_w.24
141,142.000,main_flow_e_w.26,178.790,0.000,main_flow_e_w.19,7.698,4.000,follow_free
141,142.000,main_flow_e_w.14,178.790,0.000,main_flow_e_w.26,3.200,4.000,brake_close_to:main_flow_e_w.26
141,142.000,main_flow_e_w.27,171.789,0.000,main_flow_e_w.14,7.698,4.000,follow_free
141,142.000,main_flow_e_w.17,171.789,0.000,main_flow_e_w.27,3.200,4.000,brake_close_to:main_flow_e_w.27
141,142.000,main_flow_e_w.29,164.788,0.000,main_flow_e_w.17,7.698,4.000,follow_free
141,142.000,main_flow_e_w.20,164.788,0.000,main_flow_e_w.29,3.200,4.000,brake_close_to:main_flow_e_w.29
141,142.000,main_flow_e_w.28,157.787,0.000,main_flow_e_w.20,7.697,4.000,follow_free
141,142.000,main_flow_e_w.21,157.787,0.000,main_flow_e_w.28,3.200,4.000,brake_close_to:main_flow_e_w.28
141,142.000,main_flow_e_w.25,150.786,0.000,main_flow_e_w.21,7.697,4.000,follow_free
141,142.000,main_flow_e_w.23,150.786,0.000,main_flow_e_w.25,3.200,4.000,brake_close_to:main_flow_e_w.25
141,142.000,main_flow_e_w.34,143.785,0.000,main_flow_e_w.23,7.697,4.000,follow_free
141,142.000,main_flow_e_w.22,143.785,0.000,main_flow_e_w.34,3.200,4.000,brake_close_to:main_flow_e_w.34
141,142.000,main_flow_e_w.35,136.784,0.000,main_flow_e_w.22,7.697,4.000,follow_free
141,142.000,main_flow_e_w.30,136.784,0.000,main_flow_e_w.35,3.200,4.000,brake_close_to:main_flow_e_w.35
141,142.000,main_flow_e_w.33,129.783,0.000,main_flow_e_w.30,7.697,4.000,follow_free
141,142.000,main_flow_e_w.32,129.783,0.000,main_flow_e_w.33,3.200,4.000,brake_close_to:main_flow_e_w.33
141,142.000,main_flow_e_w.31,122.782,0.000,main_flow_e_w.32,7.001,4.000,follow_free
141,142.000,main_flow_e_w.39,121.328,1.335,main_flow_e_w.31,3.515,5.534,brake_close_to:main_flow_e_w.31
141,142.000,main_flow_e_w.36,115.781,0.000,main_flow_e_w.39,6.404,4.000,follow_free
141,142.000,main_flow_e_w.37,112.155,1.599,main_flow_e_w.36,4.836,5.883,brake_close_to:main_flow_e_w.36
141,142.000,main_flow_e_w.40,108.780,0.000,main_flow_e_w.37,4.651,4.000,follow_free
141,142.000,main_flow_e_w.38,102.205,1.051,main_flow_e_w.40,7.312,5.174,follow_free
141,142.000,main_flow_e_w.41,101.779,0.000,main_flow_e_w.38,3.228,4.000,brake_close_to:main_flow_e_w.38
141,142.000,main_flow_e_w.43,94.778,0.000,main_flow_e_w.41,7.001,4.000,follow_free
141,142.000,main_flow_e_w.42,55.201,3.448,main_flow_e_w.43,39.576,8.769,brake_to_lead:main_flow_e_w.43
141,142.000,side_flow_n_s.1,38.599,0.000,main_flow_e_w.42,196.510,4.000,follow_free
141,142.000,side_flow_s_n.3,37.963,2.215,side_flow_n_s.1,23.655,6.760,brake_to_lead:side_flow_n_s.1
141,142.000,side_flow_n_s.2,31.598,0.000,side_flow_s_n.3,30.606,4.000,follow_free
141,142.000,side_flow_s_n.0,29.057,1.535,side_flow_n_s.2,21.297,5.797,follow_free
141,142.000,side_flow_s_n.4,28.537,3.893,side_flow_s_n.0,60.920,9.577,brake_to_lead:side_flow_s_n.0
141,142.000,side_flow_n_s.3,24.597,0.000,side_flow_s_n.4,46.975,4.000,follow_free
141,142.000,side_flow_n_s.4,17.596,0.000,side_flow_n_s.3,7.001,4.000,follow_free
